Labels;Repo;Predictions
General,Computer Vision;https://github.com/koolhussain/Self-Driving-Car;Computer Vision
General,Natural Language Processing;https://github.com/avihu111/viewpoint_disentanglement;
General,Computer Vision;https://github.com/deepmind/sonnet;
General,Natural Language Processing;https://github.com/jackbandy/deep_learning_ulmfit;
General,Computer Vision;https://github.com/NovasMax/R3Det-Refined-Single-Stage-Detector-with-Feature-Refinement-for-RO;Computer Vision
General,Natural Language Processing;https://github.com/ictnlp/NA-MNMT;
General,Computer Vision;https://github.com/SauravMaheshkar/ResMLP-Flax;Unknown
General,Natural Language Processing;https://github.com/joongbo/tta;
General,Computer Vision;https://github.com/cyrilzakka/stylegan2-tpu;Computer Vision
General,Audio;https://github.com/yanggeng1995/FB-MelGAN;
General,Computer Vision;https://github.com/CellEight/Pytorch-Adaptive-Instance-Normalization;Computer Vision
General,Computer Vision;https://github.com/IBM/NeuronAlignment;Computer Vision
General,Natural Language Processing,Computer Vision;https://github.com/xmu-xiaoma666/External-Attention-pytorch;Computer Vision
General,Computer Vision;https://github.com/srihari-humbarwadi/retinanet-tensorflow2.x;Computer Vision
General,Computer Vision;https://github.com/JiaPeng1234/MRI-Segmentation-Transformer;Computer Vision
General,Computer Vision;https://github.com/zhongzisha/object_detection;Computer Vision
General,Computer Vision;https://github.com/rajveen/ChangeMyPet;Computer Vision
General,Computer Vision;https://github.com/patelmiteshn/darknet;Computer Vision
General,Computer Vision;https://github.com/akashpalrecha/deblurring-pipeline;Computer Vision
General,Computer Vision;https://github.com/Olayemiy/Image-Classification-With-Resnet;Computer Vision
General,Computer Vision;https://github.com/cto300/stylegan2;Computer Vision
General,Computer Vision;https://github.com/oilst-source/mango-futurism;Computer Vision
General,Computer Vision;https://github.com/lukeandshuo/IR2VI_journal;Computer Vision
General,Computer Vision;https://github.com/pscmap13/pix2pix;Computer Vision
General,Computer Vision;https://github.com/travismyers19/Vulnerable_Buildings;Computer Vision
General,Computer Vision;https://github.com/binhdv92/darknet;Computer Vision
General;https://github.com/videogorillas/colorize;
General,Computer Vision;https://github.com/VinayBN8997/ResNet-CIFAR10;Computer Vision
General,Computer Vision;https://github.com/vinay-EIP/EIP-session-5-assignment;Computer Vision
General,Computer Vision;https://github.com/zhusiling/SAGAN;Computer Vision
General;https://github.com/lwxGitHub123/openpose20200610;
General,Computer Vision;https://github.com/vimlord/torchrosa-tts;Unknown
General,Computer Vision;https://github.com/RyanWu2233/Style_GAN2_TWDNE;Computer Vision
General,Computer Vision;https://github.com/zcemycl/Matlab-GAN;Computer Vision
General,Computer Vision;https://github.com/ekzhang/fastseg;
General,Computer Vision;https://github.com/CocoSungMin/Gachon_SW_Colorization_Contest;Computer Vision
General,Computer Vision;https://github.com/eps696/stylegan2;Computer Vision
General,Computer Vision;https://github.com/Idelcads/Super_Resolution_overview;Computer Vision
General,Computer Vision;https://github.com/digantamisra98/Reproducibilty-Challenge-ECANET;Computer Vision
General,Computer Vision;https://github.com/ChristophReich1996/Semantic_Pyramid_for_Image_Generation;Computer Vision
General,Computer Vision;https://github.com/grunnery/StyleGAN2;Computer Vision
General,Computer Vision;https://github.com/itijyou/ademxapp;Computer Vision
General,Computer Vision;https://github.com/magnificent1208/r3det-on-mmdetection;Computer Vision
General,Natural Language Processing,Computer Vision;https://github.com/JoeRoussy/adaptive-attention-in-cv;Natural Language Processing
General,Computer Vision;https://github.com/e96031413/AA-YOLO;Computer Vision
General,Computer Vision;https://github.com/espressif/esp-who;Unknown
General,Computer Vision;https://github.com/HUJI-Deep/nice;Computer Vision
General,Computer Vision;https://github.com/Lornatang/SRGAN-PyTorch;Computer Vision
General,Computer Vision;https://github.com/dagrate/gan_network;Computer Vision
General,Natural Language Processing;https://github.com/Dave870907/Transformer;
General,Computer Vision;https://github.com/Dhruvpatel2112/Dhruv-Patel;Computer Vision
General,Computer Vision;https://github.com/libiseller/MobileNetV2-dynamicFPN;
General,Natural Language Processing;https://github.com/Nstats/bert_MRC;
General,Natural Language Processing;https://github.com/ahmadelsallab/READ;
General,Computer Vision;https://github.com/UnofficialJuliaMirrorSnapshots/DeepMark-deepmark;
General,Reinforcement Learning;https://github.com/sharan-dce/A3C;
General,Natural Language Processing;https://github.com/Shinya-Kouda/kgc;
General;https://github.com/SinghJasdeep/Projecting-Conflicting-Gradients;
General,Natural Language Processing;https://github.com/rajaswa/feedback-and-memory-in-transformers;
General,Computer Vision;https://github.com/vinod377/STN-OCR-Tensorflow;Computer Vision
General,Computer Vision;https://github.com/ollewelin/libtorch-GPU-CNN-test-MNIST-with-Batchnorm;Computer Vision
General,Computer Vision;https://github.com/eunki7/flask-deeplearning-service-demo;Computer Vision
General,Computer Vision;https://github.com/adelliax/StyleGAN2;Computer Vision
General,Computer Vision;https://github.com/FrancescoSaverioZuppichini/ResNet;Computer Vision
General,Computer Vision;https://github.com/heykeetae/Self-Attention-GAN;Computer Vision
General,Computer Vision;https://github.com/meryusha/seeds_faster;Computer Vision
General,Computer Vision;https://github.com/cftang0827/pedestrian_recognition;Computer Vision
General,Computer Vision;https://github.com/heidongxianhau/deeplab2;Computer Vision
Sequential,General;https://github.com/camigord/Neural-Turing-Machine;
General,Natural Language Processing;https://github.com/THUNLP-MT/THUMT;
General,Computer Vision;https://github.com/yudie433/darknet;Computer Vision
General,Computer Vision;https://github.com/vanhuyz/CycleGAN-TensorFlow;Computer Vision
General,Reinforcement Learning;https://github.com/JonasRSV/DQN;
General,Reinforcement Learning;https://github.com/CharlotteMorrison/Baxter-VREP-Version-2;
General,Computer Vision;https://github.com/hysts/pytorch_resnet_preact;Computer Vision
General,Computer Vision;https://github.com/NeuralVFX/pix2pix;Computer Vision
General,Natural Language Processing;https://github.com/chiayewken/bert-qa;
General,Computer Vision;https://github.com/linxi159/GAN-training-tricks;Computer Vision
General,Natural Language Processing;https://github.com/WenYanger/General-Transformer-Pytorch;
General,Computer Vision;https://github.com/MINGUKKANG/CVAE;Unknown
General,Natural Language Processing,Computer Vision;https://github.com/KrishnaTarun/Deep-Learning-Lab;Natural Language Processing
General,Computer Vision;https://github.com/kris-singh/ReadingList;Unknown
General,Computer Vision;https://github.com/liuzhuang13/DenseNetCaffe;Computer Vision
General,Computer Vision;https://github.com/bobby20180331/darknet_pycharm;Computer Vision
General,Computer Vision;https://github.com/markmaxt/VideoSR;Computer Vision
General,Computer Vision;https://github.com/cianfrocco-lab/GAN-for-Cryo-EM-image-denoising;Computer Vision
General,Computer Vision;https://github.com/sebsquire/Dogs-and-cats-image-classification-CNN;Computer Vision
General,Computer Vision;https://github.com/saber2011/darknet;Computer Vision
General,Computer Vision;https://github.com/sparvangada/capstone_project;Computer Vision
General,Computer Vision;https://github.com/huaifeng1993/JinNanCompetition2;Computer Vision
General,Natural Language Processing;https://github.com/TheShadow29/subreddit-classification-dataset;
General,Computer Vision;https://github.com/tantara/JejuNet;Computer Vision
General,Natural Language Processing;https://github.com/longbowking/bert;
General,Natural Language Processing;https://github.com/Neoanarika/torchexplainer;
General,Computer Vision;https://github.com/hycis/TensorGraph;Medical
General,Computer Vision;https://github.com/Paperspace/hyperopt-keras-sample;
General,Computer Vision;https://github.com/qilei123/maskrcnn_benchmark_ROP;
General,Computer Vision;https://github.com/rickyHong/tfRecord-Caltech256-repl2;
General,Computer Vision;https://github.com/arogers1/VAE_LSTM_Text_Encoding;
General,Computer Vision;https://github.com/karpathy/deep-vector-quantization;
General,Computer Vision;https://github.com/GrayXu/SpectralNormalization-TF-Keras;
General,Computer Vision;https://github.com/krasserm/super-resolution;
General,Natural Language Processing;https://github.com/adi2103/AML-CoVe;
General,Computer Vision;https://github.com/dtthi/darknetAlexeyAB;
General,Computer Vision;https://github.com/wikibook/keras;
General,Computer Vision;https://github.com/srikanthmandru/Super-Resolution-of-Images-Videos-using-SRGAN;
General,Computer Vision;https://github.com/sdnr1/c-gan_pix2pix;
General;https://github.com/CMU-Perceptual-Computing-Lab/openpose;
General,Computer Vision;https://github.com/annabellachen/newDarknet;
Sequential,General,Natural Language Processing;https://github.com/uchange/ulangel;Natural Language Processing
General,Computer Vision;https://github.com/TooTouch/WhiteBox-Part1;
General,Natural Language Processing;https://github.com/aqweteddy/AudioVerification;
General,Natural Language Processing;https://github.com/mithunpaul08/bert_tensorflow;
General,Computer Vision;https://github.com/ai-med/squeeze_and_excitation;
General,Computer Vision;https://github.com/tdrussell/IllustrationGAN;Computer Vision
General,Computer Vision;https://github.com/lucidrains/g-mlp-pytorch;Unknown
Sequential,General,Natural Language Processing;https://github.com/soyoung97/awd-lstm-gru;
General,Computer Vision;https://github.com/open-mmlab/mmgeneration;Computer Vision
General,Computer Vision;https://github.com/Ajasra/TattooStyleGAN2;Computer Vision
General,Natural Language Processing;https://github.com/jpata/SparseDistance;
Sequential,General,Natural Language Processing;https://github.com/AtheMathmo/lookahead-lstm;
General,Computer Vision;https://github.com/GuoShi28/Caffe-Instance-Normalization-and-Guided-Instance-Normalization;Computer Vision
General,Computer Vision;https://github.com/nicolasCruzW21/maskrcnn-Tracing;Computer Vision
General,Reinforcement Learning,Natural Language Processing;https://github.com/jerrodparker20/adaptive-transformers-in-rl;
General,Computer Vision;https://github.com/JL321/CycleGAN;Computer Vision
General,Reinforcement Learning;https://github.com/facebookresearch/torchbeast;
General,Natural Language Processing;https://github.com/haidershaour/bert;
General,Computer Vision;https://github.com/zongdaoming/TinyTransformer;
General,Computer Vision;https://github.com/ihsuy/Train-by-Reconnect;Computer Vision
General,Natural Language Processing;https://github.com/EmilioTyl/transformers_from_scratch;
General,Audio;https://github.com/descriptinc/melgan-neurips;
General,Reinforcement Learning,Computer Vision;https://github.com/yzheng51/rl-dino-run;Playing Games
General,Computer Vision;https://github.com/calebemonteiro/AIDL_Project;Computer Vision
General,Natural Language Processing;https://github.com/StoneGH/bert;
General,Computer Vision;https://github.com/amitgupta223/Real-Time-Face-Mask-Detection-using-OpenCV-on-MacOS;Computer Vision
General,Computer Vision;https://github.com/nguoido/Yolo-alexeyAB;Computer Vision
General,Computer Vision;https://github.com/mvxxx/mimuw-hats;Unknown
General,Computer Vision;https://github.com/maciejdomagala/DLWP_notes;Computer Vision
General,Computer Vision;https://github.com/DeepikaKaranji/CycleGAN-Unpaired-Image-translation;Computer Vision
General,Computer Vision;https://github.com/Bakikii/stylegan2-pytorch23;Computer Vision
General,Computer Vision;https://github.com/BeyondCloud/Comp04_ReverseImageCaption;Computer Vision
General,Natural Language Processing;https://github.com/yuhangT/tf_bert;
General;https://github.com/xiaozeguo123/-Quick-Capture-system-HSR;
General,Computer Vision;https://github.com/cyctrung/DPnet;Computer Vision
General,Natural Language Processing;https://github.com/Charliesgithub20221030/BERT;
General,Computer Vision;https://github.com/lee-aaron/Image-Super-Resolution;Computer Vision
General,Computer Vision;https://github.com/TahmasbiM/Example;Computer Vision
General,Computer Vision;https://github.com/Gowti-AiboT/GAN-based-SISR-Keras;Computer Vision
General,Computer Vision;https://github.com/ayushpalak/darknet_cokebottles;Computer Vision
General,Computer Vision;https://github.com/bencottier/GANCS;Computer Vision
General,Natural Language Processing;https://github.com/liqichen6688/duo-attention;
General,Computer Vision;https://github.com/KellerJordan/ResNet-PyTorch-CIFAR10;Computer Vision
General,Audio,Natural Language Processing;https://github.com/ming024/FastSpeech2;
General,Computer Vision;https://github.com/ilyakava/gan;Computer Vision
General,Computer Vision;https://github.com/ubombar/super-resolution-srrnet;Computer Vision
General,Computer Vision;https://github.com/Kprerak-iisc/data-science;Computer Vision
General,Natural Language Processing;https://github.com/gooppe/transformer-summarization;
General,Natural Language Processing,Computer Vision;https://github.com/yoshitomo-matsubara/torchdistill;Computer Vision
General,Computer Vision;https://github.com/fundamentalvision/Deformable-DETR;Computer Vision
Sequential,General,Natural Language Processing;https://github.com/floleuerer/fastai_ulmfit;
General,Computer Vision;https://github.com/dodoproptit99/deep-speaker;Unknown
General,Computer Vision;https://github.com/Thinklab-SJTU/CSL_RetinaNet_Tensorflow;Computer Vision
General,Reinforcement Learning;https://github.com/ollenilsson19/PGA-MAP-Elites;
General,Computer Vision;https://github.com/NZ99/bottleneck-transformer-flax;Computer Vision
General,Computer Vision;https://github.com/Masao-Taketani/FOTS_OCR;Computer Vision
General,Computer Vision;https://github.com/pszemraj/BoulderAreaDetector;Computer Vision
General,Computer Vision;https://github.com/ThanasisMattas/smartflow;
General,Computer Vision;https://github.com/akamaster/pytorch_resnet_cifar10;Computer Vision
General,Computer Vision;https://github.com/nachiket273/pytorch_resnet_rs;Computer Vision
General,Computer Vision;https://github.com/csm-kr/Retinanet_pytorch;Computer Vision
General,Natural Language Processing;https://github.com/dl-nlp/dl-nlp.github.io;
General,Natural Language Processing;https://github.com/flyliu2017/bert;
General,Computer Vision;https://github.com/tsc2017/Inception-Score;Computer Vision
General,Computer Vision;https://github.com/eyalbetzalel/GLOW;Computer Vision
General,Natural Language Processing;https://github.com/benjaminvdb/DBRD;
General,Computer Vision;https://github.com/shinshoji01/Style-Restricted_GAN;Computer Vision
General,Computer Vision;https://github.com/aadhithya/AdaIN-pytorch;Computer Vision
General,Natural Language Processing;https://github.com/guillaume-chevalier/Linear-Attention-Recurrent-Neural-Network;
General,Computer Vision;https://github.com/ChangweiZhang/Awesome-WindowsML-ONNX-Models;
General,Computer Vision;https://github.com/mohamedameen93/German-Traffic-Sign-Classification-Using-TensorFlow;Computer Vision
General,Computer Vision;https://github.com/julik43/IIMAS-USCS;Computer Vision
General,Computer Vision;https://github.com/OlafenwaMoses/IdenProf;Computer Vision
General,Computer Vision;https://github.com/switchablenorms/SwitchNorm_Segmentation;Computer Vision
General,Computer Vision;https://github.com/chanshing/sobolev_gan;Computer Vision
General,Computer Vision;https://github.com/deepak112/Keras-SRGAN;Computer Vision
General,Computer Vision;https://github.com/soccergame/darknet;Computer Vision
General,Computer Vision;https://github.com/open-mmlab/mmaction2;Computer Vision
General,Computer Vision;https://github.com/xunhuang1995/AdaIN-style;Computer Vision
General,Computer Vision;https://github.com/hszhao/PSANet;Computer Vision
General,Computer Vision;https://github.com/kobiso/CBAM-tensorflow-slim;Computer Vision
General,Natural Language Processing;https://github.com/rpuiggari/bert2;
General,Natural Language Processing;https://github.com/NVIDIA/sentiment-discovery;
General,Computer Vision;https://github.com/titu1994/DenseNet;Computer Vision
General,Computer Vision;https://github.com/mcclow12/wgan-gp-pytorch;Computer Vision
General,Natural Language Processing;https://github.com/Nstats/my_bert;
Sequential,General;https://github.com/chiggum/Neural-Turing-Machines;
General,Computer Vision;https://github.com/BrookInternSOMA/pix2pix-barcode;Computer Vision
General,Computer Vision;https://github.com/hershd23/ObjectLocalizer;Computer Vision
General,Computer Vision;https://github.com/eugene08976/hw1;Computer Vision
General,Natural Language Processing;https://github.com/simonjisu/annotated-transformer-kr;
Sequential,General;https://github.com/GPUPhobia/vocal-mask;
General,Natural Language Processing;https://github.com/safakkbilici/Academic-Paper-Title-Recommendation;
General,Computer Vision;https://github.com/IBM/MAX-Image-Resolution-Enhancer;
General,Computer Vision;https://github.com/LynnHo/VAE-Tensorflow;Computer Vision
General,Computer Vision;https://github.com/asierae/VoiceDCGAN;Computer Vision
General,Computer Vision;https://github.com/researchmm/SiamDW;Computer Vision
General,Computer Vision;https://github.com/facebookresearch/pytorch_GAN_zoo;
General,Computer Vision;https://github.com/itsuki8914/srresnet4x;Computer Vision
General,Computer Vision;https://github.com/kenanidris/deoldify;
General,Computer Vision;https://github.com/OlafenwaMoses/Traffic-Net;
General,Reinforcement Learning;https://github.com/chainer/chainerrl;
General,Computer Vision;https://github.com/jhkim89/PyramidNet;
General,Reinforcement Learning;https://github.com/facebookresearch/ReAgent;
General,Computer Vision;https://github.com/allenai/dnw;
General,Computer Vision;https://github.com/open-mmlab/mmdetection;Computer Vision
General,Computer Vision;https://github.com/calmisential/TensorFlow2.0_ResNet;
General,Computer Vision;https://github.com/sbarratt/inception-score-pytorch;
General,Computer Vision;https://github.com/DaikiTanak/manifold_mixup;
General,Computer Vision;https://github.com/tryolabs/luminoth;
General,Computer Vision;https://github.com/delmalih/MIAS-mammography-obj-detection;
General,Computer Vision;https://github.com/t-ae/singan-s4tf;
General,Computer Vision;https://github.com/ZVK/talking_heads;
General,Natural Language Processing;https://github.com/StevenLai1994/AM_and_LM;
General,Computer Vision;https://github.com/arnab39/cycleGAN-PyTorch;
General,Computer Vision;https://github.com/youngwanLEE/CenterMask;
General,Computer Vision;https://github.com/angzhifan/Auto-Encoding_Variational_Bayes;
General,Computer Vision;https://github.com/b4nn3d/stylegan2;
General,Computer Vision;https://github.com/kryvosheyev/xray-anomaly-detection;
General;https://github.com/foamliu/InsightFace-v2;
General,Natural Language Processing;https://github.com/goldenbili/Bert_Test3;
General,Computer Vision;https://github.com/ahmedbesbes/cycle-gan;
Sequential,General;https://github.com/lmnt-com/haste;
General,Computer Vision;https://github.com/geekysethi/triplet-GAN;
General,Computer Vision;https://github.com/seyrankhademi/ResNet_CIFAR10;
General,Computer Vision;https://github.com/RoboticsDesignLab/jitterbug;
General,Computer Vision;https://github.com/J3698/AdaIN-reimplementation;
General,Computer Vision;https://github.com/NiucunCode/Deep-Learning-proj2;
General,Computer Vision;https://github.com/fescobar96/Image-Noise-Removal;
General;https://github.com/zzdang/match_fashion;
General,Computer Vision;https://github.com/LuigiRussoDev/Covid19Detection;
General,Natural Language Processing;https://github.com/xingniu/sockeye;
General,Reinforcement Learning,Natural Language Processing;https://github.com/lucidrains/compressive-transformer-pytorch;
General,Natural Language Processing;https://github.com/utterworks/fast-bert;
General,Natural Language Processing;https://github.com/Jmkernes/PAR-Transformer-XL;
General,Computer Vision;https://github.com/CristianLazoQuispe/skin-lesion-segmentation-using-pix2pix;
General,Computer Vision;https://github.com/NVlabs/unas;
General,Natural Language Processing;https://github.com/thunlp/ReInfoSelect;
General,Audio,Computer Vision;https://github.com/as-ideas/ForwardTacotron;
General,Computer Vision;https://github.com/hsfzxjy/swavx;
General,Natural Language Processing;https://github.com/ictnlp/TLAT-NMT;
General,Computer Vision;https://github.com/cwvisuals/StyleGAN2;
General,Computer Vision;https://github.com/amol-matkar/Face-Mask-Segmentation;
General,Natural Language Processing;https://github.com/soumik12345/transformer.pytorch;
General;https://github.com/neil-zeng/asr;
General,Computer Vision;https://github.com/mlvc-lab/CycleGan_pytorch;
General,Natural Language Processing;https://github.com/alantancr/Hotel-Recommender;
General,Computer Vision;https://github.com/cffo/stylegan2-encoder;
General,Computer Vision;https://github.com/mehmetPazar/GraduationProject;
General,Computer Vision;https://github.com/hero9968/pix2pix-tensorflow;
General,Computer Vision;https://github.com/isrugeek/semcolour;
General,Computer Vision;https://github.com/ZhenJie-Zhang/darknet_shoe;
General,Computer Vision;https://github.com/cloudnine148/PHC_2nd_SPC;
General;https://github.com/yongsheng268/OpenPose;
General,Computer Vision;https://github.com/ZyphonGT/TFLite-Frontier-Project-UPH;
General,Computer Vision;https://github.com/karan96/NewOne;
General;https://github.com/ivychill/insightface;
General,Computer Vision;https://github.com/santoshchaurasiyacs/StyleGANv2;
General,Natural Language Processing;https://github.com/wchh127/yykf;
General,Natural Language Processing;https://github.com/Nimesh-Patel/BERT;
Sequential,General;https://github.com/mozilla/TTS;
General,Computer Vision;https://github.com/chris-boson/fashion_mnist;
General,Computer Vision;https://github.com/rolux/stylegan2encoder;
General,Natural Language Processing;https://github.com/zaradana/Fast_BERT;
General,Natural Language Processing,Computer Vision;https://github.com/The-AI-Summer/self-attention-cv;
General,Computer Vision;https://github.com/CPJKU/cca_layer;
General,Computer Vision;https://github.com/PeterTKovacs/zold137;
General,Computer Vision;https://github.com/Vakihito/SentimentYoutube;
General,Computer Vision;https://github.com/mengweiren/segmentation-renormalized-harmonization;
General,Computer Vision;https://github.com/DarkGeekMS/Tensorflow-GANs-Architectures-Implementation;
General,Computer Vision;https://github.com/Di-Is/stylegan2-ada-pytorch;
General,Computer Vision;https://github.com/NVlabs/SegFormer;
General,Computer Vision;https://github.com/wangyuan249/Mymmt767;
General,Computer Vision;https://github.com/amogh7joshi/plant-health-detection;
General,Computer Vision;https://github.com/amogh7joshi/media-vision;
General,Computer Vision;https://github.com/chaoxu0512/Pushbroom-satellite-image-SRGAN;
General,Computer Vision;https://github.com/felixgwu/img_classification_pk_pytorch;
General,Computer Vision;https://github.com/prasadji/Flower-Classifaction-with-Fine-Tuned-Mobilenet;
General,Computer Vision;https://github.com/xypan1232/iDeepE;
General,Natural Language Processing;https://github.com/han-shi/SparseBERT;
General,Natural Language Processing;https://github.com/kotu931226/classifier_transformer_pytorch;
General,Computer Vision;https://github.com/gmouzella/Efective_TensorFlow;
General,Computer Vision;https://github.com/sithu31296/semantic-segmentation;
General,Computer Vision;https://github.com/karurb92/ldam_str_bn;
General,Computer Vision;https://github.com/nyak10/mwc;
General,Computer Vision;https://github.com/jesse1029/Fake-Face-Images-Detection-Tensorflow;
General,Computer Vision;https://github.com/raisinglc/object_detection_SSD;
General,Computer Vision;https://github.com/EdenMelaku/Transfer-Learning-Pytorch-Implementation;
General,Computer Vision;https://github.com/liuzeyuMr/CycleGAN-TensorFlow-master;
General,Natural Language Processing;https://github.com/goldenbili/Bert_Test2;
General,Computer Vision;https://github.com/T-C-J/GAN;
General,Computer Vision;https://github.com/kawshik8/DL-project;
General,Computer Vision;https://github.com/luckyfarnon/StyleGAN22;
General,Computer Vision;https://github.com/yuhsijen/Object-Detector;
Sequential,General,Computer Vision;https://github.com/justld/EspnetV2_paddle;
General,Computer Vision;https://github.com/jaingaurav3/GAN-Hacks;
General,Computer Vision;https://github.com/taohu88/BayesianML;
General,Natural Language Processing;https://github.com/TSLNIHAOGIT/bert_run;
General,Computer Vision;https://github.com/Vooban/Hyperopt-Keras-CNN-CIFAR-100;
General,Computer Vision;https://github.com/linxi159/Tips-and-tricks-to-train-GANs;
General,Reinforcement Learning;https://github.com/sfujim/TD3;
General,Computer Vision;https://github.com/Lornatang/ESRGAN-PyTorch;
General,Computer Vision;https://github.com/deepakHonakeri05/darknet;
General,Computer Vision;https://github.com/LynnHo/CycleGAN-Tensorflow-2;
Sequential,General;https://github.com/tdmeeste/SparseSeqModels;
General,Computer Vision;https://github.com/mathieuorhan/darknet;
General,Computer Vision;https://github.com/bxck75/piss-ant-pix2pix;
General,Computer Vision;https://github.com/b4nn3d/stylegan2encoder;
General,Computer Vision;https://github.com/deepmodeling/deepmd-kit;
General,Computer Vision;https://github.com/hszhao/semseg;
General,Computer Vision;https://github.com/satishjasthi/Densenet_smplified;
General,Computer Vision;https://github.com/Adi-iitd/AI-Art;
General,Natural Language Processing;https://github.com/Kyubyong/transformer;
General,Computer Vision;https://github.com/shahbuland/basic-gans;
General,Natural Language Processing;https://github.com/shuaishuaij/Machine-Translation;
General,Computer Vision;https://github.com/ahhan02/darknet-alex;
General,Computer Vision;https://github.com/wuyangzhang/maskrcnn;
General,Computer Vision;https://github.com/idealo/image-super-resolution;
General,Computer Vision;https://github.com/zuobinxiong/pix2pix-tensorflow;
General,Natural Language Processing;https://github.com/lucidrains/routing-transformer;
General,Natural Language Processing;https://github.com/Lsdefine/attention-is-all-you-need-keras;
Sequential,General;https://github.com/carpedm20/NTM-tensorflow;
General,Computer Vision;https://github.com/EdwinAlegria/object_semantic_deeplabv3;
General,Computer Vision;https://github.com/AlliBalliBaba/PixFace;
Sequential,General;https://github.com/IvKosar/text2speech;
General,Computer Vision;https://github.com/onedayatatime0923/Cycle_Mcd_Gan;
General,Computer Vision;https://github.com/franroldans/tfm-franroldan-wav2pix;
General,Natural Language Processing;https://github.com/ricsinaruto/NeuralChatbots-DataFiltering;
Sequential,General,Natural Language Processing;https://github.com/Machine-Learning-Tokyo/Poetry-GAN;
General,Computer Vision;https://github.com/Techyee/darknet_resource;
General,Computer Vision;https://github.com/polmonroig/faceGAN;
General,Computer Vision;https://github.com/facebookresearch/stochastic_gradient_push;
General,Computer Vision;https://github.com/Greeser/holyvk;
General,Natural Language Processing;https://github.com/wayalhruhi/gogle_bert;
Sequential,General,Audio;https://github.com/HaiFengZeng/clari_wavenet_vocoder;
General,Natural Language Processing;https://github.com/tatp22/linformer-pytorch;
General,Natural Language Processing;https://github.com/bhavitvyamalik/bert;
General,Computer Vision;https://github.com/hustic/TinyImageSet;
General,Computer Vision;https://github.com/uclaml/Padam;
General,Natural Language Processing;https://github.com/yzh119/BPT;
General,Computer Vision;https://github.com/fengredrum/cnn-xla;
General,Computer Vision;https://github.com/LFhase/Research_Navigation;
General,Natural Language Processing;https://github.com/heye0507/individualNLPClassifier;
General,Natural Language Processing;https://github.com/theQuert/inlpfun;
General,Computer Vision;https://github.com/hanzhanggit/StackGAN-inception-model;
Sequential,General;https://github.com/saattrupdan/scholarly;
General,Computer Vision;https://github.com/yw0nam/DenseNet;
General,Computer Vision;https://github.com/AntixK/PyTorch-VAE;
Sequential,General;https://github.com/shanyaanand/ntm;
General,Computer Vision;https://github.com/wonbeomjang/cyclegan-pytorch;
General,Natural Language Processing;https://github.com/xitianxiaofeixue/BERT;
General,Computer Vision;https://github.com/cyh1112/GraphNormalization;
General,Computer Vision;https://github.com/ry/tensorflow-resnet;
General,Natural Language Processing;https://github.com/threelittlemonkeys/transformer-pytorch;
General,Computer Vision;https://github.com/dichotomies/proxy-nca;
General,Computer Vision;https://github.com/robertpreda/proiectIC;
General,Computer Vision;https://github.com/xiamenwcy/extended-caffe;
General,Natural Language Processing;https://github.com/keonlee9420/Parallel-Tacotron2;
General,Natural Language Processing;https://github.com/MJahangeerQureshi/Text-Classification;
General,Computer Vision;https://github.com/bshall/VectorQuantizedCPC;
General,Computer Vision;https://github.com/marload/GANs-TensorFlow2;
General,Graphs;https://github.com/awslabs/dgl-ke;
General,Natural Language Processing;https://github.com/SCismycat/bert_code_view;
General,Computer Vision;https://github.com/earthLD/Algorithm;
General,Audio,Natural Language Processing;https://github.com/xcmyz/FastSpeech;
General,Computer Vision;https://github.com/uoguelph-mlrg/instance_selection_for_gans;
General,Computer Vision;https://github.com/KellyHwong/rethinking_generalization;
General,Computer Vision;https://github.com/NASA-NeMO-Net/NeMO-Net;
General,Computer Vision;https://github.com/megvii-model/DetNAS;
General,Computer Vision;https://github.com/SpikeKing/mobilenet_v3;
General,Computer Vision;https://github.com/DetectionTeamUCAS/RetinaNet_Tensorflow_Rotation;
General,Computer Vision;https://github.com/NitishaS-812k/Monet-CycleGAN;
General,Computer Vision;https://github.com/woutercools1998/SRResNet;
General,Computer Vision;https://github.com/times2049/talkinghead;
General,Natural Language Processing;https://github.com/Xinsen-Zhang/transformer;
General,Computer Vision;https://github.com/allnightlight/ConditionalWassersteinAutoencoderPoweredBySinkhornDistance;
General,Computer Vision;https://github.com/kynk94/TF2-Image-Generation;
General,Natural Language Processing;https://github.com/MirunaPislar/multi-head-attention-labeller;
General,Computer Vision;https://github.com/Bao-Jiarong/ResNet;
General,Computer Vision;https://github.com/banben/maskrcnn-benchmark;
General;https://github.com/nikita270a/BayesianDARTS;
General,Natural Language Processing;https://github.com/penny9287/sockeye;
General,Natural Language Processing;https://github.com/zhangbo2008/best_pytorch_transformer;
General,Computer Vision;https://github.com/simplerick/stylegan2_pytorch;
General,Computer Vision;https://github.com/Heliang-Zheng/Style2;
General;https://github.com/prathyusha995912/prathyu;
General,Computer Vision;https://github.com/jdbugs/stylegan2;
General;https://github.com/scz233/darts;
General,Computer Vision;https://github.com/liruilong940607/SRResnet;
General,Computer Vision;https://github.com/Shashank-Barki/Image-classifier-tensorflow.js;
General,Computer Vision;https://github.com/zy0851/FB-m-RCNN;
General,Computer Vision;https://github.com/adamvest/keypoint-baseline;
General,Natural Language Processing;https://github.com/wangmz15/Chinese-Error-Correction-with-THUMT;
General;https://github.com/rap-music/-;
General;https://github.com/Eltomad/insightface;
