Label;Repo;Text
Other;Repo;""" rather japanese investment will spur integration of certain sectors says kent a specialist in east asian economies at the wilson school for public and affairs at princeton university """
Other;Repo;""" in electronics for example a japanese company might make television picture in japan the sets in malaysia and export them to indonesia """
Other;Repo;""" the effect will be to pull asia together not as a common market but as an integrated production zone says goldman sachs 's mr. """
Other;Repo;""" countries in the region also are beginning to consider a for closer economic and political ties """
Other;Repo;""" the economic and foreign ministers of N asian and pacific nations will meet in australia next week to discuss global trade issues as well as regional matters such as transportation and telecommunications """
Other;Repo;""" participants will include the u.s. australia canada japan south korea and new zealand as well as the six members of the association of southeast asian nations thailand malaysia singapore indonesia the philippines and """
Other;Repo;""" in addition the u.s. this year offered its own plan for cooperation around the pacific in a major speech by secretary of state james baker following up a proposal made in january by australian prime minister bob """
Other;Repo;""" the baker proposal washington 's intention to continue playing a leading political role in the region """
Other;Repo;""" in asia as in europe a new order is taking shape mr. baker said """
Other;Repo;""" the u.s. with its regional friends must play a crucial role in designing its architecture """
Other;Repo;""" but maintaining u.s. influence will be difficult in the face of japanese dominance in the region """
Other;Repo;""" japan not only the u.s. in investment flows but also it in trade with most southeast asian countries although the u.s. remains the leading trade partner for all of asia """
Other;Repo;""" moreover the japanese government now the world 's largest aid is pumping far more assistance into the region than the u.s. is """
Other;Repo;""" while u.s. officials voice optimism about japan 's role in asia they also convey an of caution """
Other;Repo;""" there 's an understanding on the part of the u.s. that japan has to expand its functions in asia says j. michael undersecretary of commerce for trade """
Other;Repo;""" if they approach it with a attitude there will be a net gain for everyone """
Other;Repo;""" some asian nations are about washington 's demand that tokyo step up its military spending to ease the u.s. security burden in the region """
Other;Repo;""" the issue is further complicated by uncertainty over the future of the u.s. 's leases on military bases in the philippines and by a possible u.s. troop reduction in south korea """
Other;Repo;""" many regard a u.s. presence as a desirable to japanese influence """
Other;Repo;""" no one wants the u.s. to pick up its and go home mr. says """
Other;Repo;""" for their part taiwan and south korea are expected to step up their own investments in the next decade to try to slow the japanese """
Other;Repo;""" they do n't want japan to the region and it up says lee professor of east asian politics at the university of pennsylvania """
Other;Repo;""" rice could hardly believe her eyes """
Other;Repo;""" while giving the comprehensive test of basic skills to ninth at greenville high school last march N she spotted a student looking at sheets """
Other;Repo;""" she had seen cheating before but these notes were """
Other;Repo;""" a is an example of a profession in trade and finance """
Other;Repo;""" at the end of world war ii germany surrendered before japan """
Other;Repo;""" the conference committee is used when a bill is passed by the house and senate in different forms """
Other;Repo;""" virtually word for word the notes matched questions and answers on the section of the test the student was taking """
Other;Repo;""" in fact the student had the answers to almost all of the N questions in that section """
Other;Repo;""" the student surrendered the notes but not without a protest """
Other;Repo;""" my teacher said it was ok for me to use the notes on the test he said """
Other;Repo;""" the teacher in question was nancy yeargin considered by many students and parents to be one of the best at the school """
Other;Repo;""" confronted mrs. yeargin admitted she had given the questions and answers two days before the examination to two geography classes """
Other;Repo;""" she had gone so far as to display the questions on an overhead and the answers """
Other;Repo;""" mrs. yeargin was fired and prosecuted under an unusual south carolina law that makes it a crime to breach test security """
Other;Repo;""" in september she pleaded guilty and paid a $ N fine """
Other;Repo;""" her alternative was N days in jail """
Other;Repo;""" her story is partly one of personal """
Other;Repo;""" she was an teacher who won and inspired students but she will probably never teach again """
Other;Repo;""" in her wake she left the and anger of a principal who was her friend and now calls her a of colleagues who say she brought them shame of students and parents who defended her and insist she was treated and of officials stunned that despite the nature of her actions she became something of a local """
Other;Repo;""" mrs. yeargin 's case also some light on the dark side of school reform where pressures on teachers are growing and where testing has enhanced the temptation to """
Other;Repo;""" the N statute mrs. yeargin violated was designed to enforce provisions of south carolina 's laws """
Other;Repo;""" prosecutors alleged that she was trying to bolster students ' scores to win a bonus under the state 's N education improvement act """
Other;Repo;""" the bonus depended on her ability to produce higher scores """
Other;Repo;""" there is incredible pressure on school systems and teachers to raise test scores says walt an education professor and testing specialist at boston college """
Other;Repo;""" so efforts to beat the tests are also on the rise """
Other;Repo;""" and most disturbing it is educators not students who are blamed for much of the wrongdoing """
Other;Repo;""" a study released in september by friends for education an n.m. group concluded that outright cheating by american educators is common """
Other;Repo;""" the group says standardized achievement test scores are greatly inflated because teachers often teach the test as mrs. yeargin did although most are never caught """
Other;Repo;""" evidence of widespread cheating has surfaced in several states in the last year or so """
Other;Repo;""" california 's education department suspects adult responsibility for at N schools that changed wrong answers to right ones on a statewide test """
Other;Repo;""" after numerous of questionable teacher help to students texas is its security practices """
Other;Repo;""" and sales of booklets for classroom instruction are booming """
Other;Repo;""" these materials including school publishing co. 's scoring high and learning materials are nothing short of sophisticated sheets according to some recent academic research """
Other;Repo;""" by using them teachers with administrative blessing telegraph to students the precise areas on which a test will concentrate and sometimes give away a few exact questions and answers """
Other;Repo;""" use of scoring high is widespread in south carolina and common in greenville county mrs. yeargin 's school district """
Other;Repo;""" experts say there is n't another state in the country where tests mean as much as they do in south carolina """
Other;Repo;""" under the state 's education improvement act low test scores can block students ' promotions or force entire districts into that can mean """
Other;Repo;""" high test scores on the other hand bring recognition and extra money a new computer lab for a school grants for special projects a bonus for the """
Other;Repo;""" and south carolina says it is getting results """
Other;Repo;""" since the reforms went in place for example no state has posted a higher rate of improvement on the test than south carolina although the state still posts the lowest average score of the about N states who use the sat as the primary college examination """
Other;Repo;""" critics say south carolina is paying a price by stressing improved test scores so much """
Other;Repo;""" friends of education rates south carolina one of the worst seven states in its study on academic cheating """
Other;Repo;""" says the organization 's founder john mrs. yeargin is a way for administrators to protect themselves and look like they take cheating seriously when in fact they do n't take it seriously at all """
Other;Repo;""" paul director of testing for the south carolina department of education says mr. 's allegations of cheating are without foundation and based on unfair """
Other;Repo;""" partly because of worries about potential abuse however he says the state will begin keeping closer track of preparation booklets next spring """
Other;Repo;""" south carolina 's reforms were designed for schools like greenville high school """
Other;Repo;""" standing on a hill in a area of this old textile city the school has educated many of south carolina 's best and including the state 's last two governors nobel prize winning charles and actress """
Other;Repo;""" but by the early 1980s its glory had faded like the yellow bricks of its broad """
Other;Repo;""" it was full of violence and gangs and kids cutting class says linda ward the school 's principal """
Other;Repo;""" crime was awful test scores were low and there was no in programs """
Other;Repo;""" mrs. ward took over in N becoming the school 's seventh principal in N years """
Other;Repo;""" her immediate predecessor suffered a nervous breakdown """
Other;Repo;""" prior to his term a teacher to death in the halls by a student """
Other;Repo;""" mrs. ward says the school was having trouble serving in harmony its two and evenly split student groups a white elite from old neighborhoods and blacks many of them poor from inner city neighborhoods """
Other;Repo;""" mrs. ward resolved to clean out in the school 's faculty and restore safety and she also had some new factors working in her behalf """
Other;Repo;""" one was statewide school reform which raised overall educational funding and in a new public spirit for school """
Other;Repo;""" another was nancy yeargin who came to greenville in N full of the energy and ambitions that reformers wanted to reward """
Other;Repo;""" being a teacher just became my life says the mrs. yeargin a teacher for N years before her dismissal """
Other;Repo;""" i loved the school its history """
Other;Repo;""" i even about school and new things to do with my students """
Other;Repo;""" while mrs. ward fired and restructured staff and struggled to improve mrs. yeargin worked days and fast became a student favorite """
Other;Repo;""" in N and N she applied for and won bonus pay under the reform law """
Other;Repo;""" encouraged by mrs. ward mrs. yeargin taught honor students in the state teacher program a reform creation designed to encourage good students to consider teaching as a career """
Other;Repo;""" she won grant money for the school advised ran the club proposed and taught a new cultural class in western and was chosen by the school as teacher of the year """
Other;Repo;""" she was an lady she had it all together says a freshman at the university of south carolina who had mrs. yeargin in the class last year """
Other;Repo;""" she says that because of mrs. yeargin she gave up ambitions in architecture and is studying to become a teacher """
Other;Repo;""" mary beth a greenville also says mrs. yeargin inspired her to go into education """
Other;Repo;""" she taught us more in western than i 've ever learned in other classes says green a greenville senior """
Other;Repo;""" in the classroom students say mrs. yeargin distinguished herself by teaching approaches forcing kids to pair up to complete classroom work or using type """
Other;Repo;""" on she came to work to prepare study plans or sometimes even to polish the furniture in her classroom """
Other;Repo;""" she just never gave it up says mary mary beth 's mother """
Other;Repo;""" you 'd see her in the stands at a football game """
Other;Repo;""" some fellow teachers however viewed mrs. yeargin as and too yielding to students """
Other;Repo;""" mrs. ward says she often defended her to colleagues who called her a """
Other;Repo;""" pressures began to build """
Other;Repo;""" friends told her she was pushing too hard """
Other;Repo;""" because of deteriorating hearing she told colleagues she feared she might not be able to teach much longer """
Other;Repo;""" mrs. yeargin 's extra work was also helping her earn points in the state 's program """
Other;Repo;""" but the most important source of points was student improvement on tests """
Other;Repo;""" huge gains by her students in N and N meant a total of $ N in bonuses over two years a meaningful addition to her annual salary of $ N """
Other;Repo;""" winning a bonus for a third year was n't that important to her mrs. yeargin insists """
Other;Repo;""" but others at greenville high say she was eager to win if not for money then for pride and recognition """
Other;Repo;""" mary elizabeth another teacher says she believed mrs. yeargin wanted to keep her standing high so she could get a new job that would n't demand good hearing """
Other;Repo;""" indeed mrs. yeargin was interested in a possible job with the state teacher program """
Other;Repo;""" last march after attending a teaching in washington mrs. yeargin says she returned to greenville two days before annual testing feeling that she had n't prepared her geography students adequately """
Other;Repo;""" when test booklets were passed out N hours ahead of time she says she questions in the social studies section and gave the answers to students """
Other;Repo;""" mrs. yeargin admits she made a big mistake but insists her were correct """
Other;Repo;""" i was trying to help kids in an unfair testing situation she says """
Other;Repo;""" only five of the N questions were geography questions """
Other;Repo;""" the rest were history finance subjects they never had """
Other;Repo;""" mrs. yeargin says that she also wanted to help lift greenville high school 's overall test scores usually near the bottom of N district high schools in carried annually by local newspapers """
Other;Repo;""" mostly she says she wanted to prevent the damage to that her students would suffer from doing badly on the test """
Other;Repo;""" these kids broke my heart she says """
Other;Repo;""" a whole day goes by and no one even knows they 're alive """
Other;Repo;""" they desperately needed somebody who showed they for them who loved them """
Other;Repo;""" the last thing they needed was another blow """
Other;Repo;""" school officials and prosecutors say mrs. yeargin is lying """
Other;Repo;""" they found students in an advanced class a year earlier who said she gave them similar help although because the case was n't tried in court this evidence was never presented publicly """
Other;Repo;""" that pretty much any that she was out to help the poor child says joe watson the prosecutor in the case who is also president of greenville high school 's association """
Other;Repo;""" mrs. yeargin concedes that she went over the questions in the earlier class adding i wanted to help all students """
Other;Repo;""" mr. watson says mrs. yeargin never complained to school officials that the standardized test was unfair """
Other;Repo;""" do i have much for her mr. watson asks """
Other;Repo;""" not really """
Other;Repo;""" i believe in the system """
Other;Repo;""" i believe you have to use the system to change it """
Other;Repo;""" what she did was like taking the law into your own hands """
Other;Repo;""" mrs. ward says that when the cheating was discovered she wanted to avoid the public disclosure that a trial would bring """
Other;Repo;""" she says she offered mrs. yeargin a quiet resignation and thought she could help save her teaching certificate """
Other;Repo;""" mrs. yeargin declined """
Other;Repo;""" she said something like you just want to make it easy for the school """
Other;Repo;""" i was mrs. ward recalls """
Other;Repo;""" it was like someone had turned a in me """
Other;Repo;""" to the and of her and legal authorities and perhaps as a measure of the of standardized tests yeargin won widespread local support """
Other;Repo;""" the hearing at which she was dismissed was crowded with students teachers and parents who came to testify on her behalf """
Other;Repo;""" supportive callers unfair testing not mrs. yeargin on a local radio talk show on which she appeared """
Other;Repo;""" the show did n't give the of mrs. yeargin 's saying only that she helped students do better on the test """
Other;Repo;""" the message to the board of education out of all this is we 've got to take a serious look at how we 're doing our and our testing policies in this state said the host """
Other;Repo;""" in the greenville newspaper allowed that mrs. yeargin was wrong but also said the case showed how testing was being """
Other;Repo;""" the radio show us says mrs. ward """
Other;Repo;""" partly because of the show mr. watson says the district decided not to recommend mrs. yeargin for a first-time offenders program that could have the charges and the conviction from her record """
Other;Repo;""" and legal authorities up an investigation worthy of a murder case """
Other;Repo;""" over N witnesses mostly students were interviewed """
Other;Repo;""" at greenville high school meanwhile some students especially on the were crushed """
Other;Repo;""" it 's hard to explain to a why someone they like had to go says mrs. ward """
Other;Repo;""" soon appeared in the that carried the school 's familiar on the front """
Other;Repo;""" on the back the shirts read we have all the answers """
Other;Repo;""" many colleagues are angry at mrs. yeargin """
Other;Repo;""" she did a lot of harm says rice who had discovered the notes """
Other;Repo;""" we work damn hard at what we do for damn little pay and what she did cast unfair on all of us """
Other;Repo;""" but several teachers also say the incident doubt on the wisdom of evaluating teachers or schools by using standardized test scores """
Other;Repo;""" says key a teacher the incentive pay thing has opened up a can of """
Other;Repo;""" there may be others doing what she did """
Other;Repo;""" mrs. yeargin says she pleaded guilty because she realized it would no longer be possible to win and because she was afraid of further charges """
Other;Repo;""" mrs. ward for one was relieved """
Other;Repo;""" despite the strong evidence against mrs. yeargin popular sentiment was so strong in her favor mrs. ward says that i 'm afraid a jury would n't have convicted her """
Other;Repo;""" since first touched slate have wanted to know what 's on the test """
Other;Repo;""" these days students can often find the answer in and their teachers give them in the weeks prior to taking standardized achievement tests """
Other;Repo;""" the section of the widely used california achievement test asks fifth what is another name for the roman """
Other;Repo;""" it also asks them to add and """
Other;Repo;""" in a called learning materials sold to schools across the country by school publishing co. contain the same questions """
Other;Repo;""" in many other there is almost no difference between the real test and learning materials """
Other;Repo;""" what 's more the test and learning materials are both produced by the same company a joint venture of mcgraw-hill inc. and macmillan 's parent britain 's maxwell communication corp """
Other;Repo;""" close parallels between tests and practice tests are common some educators and researchers say """
Other;Repo;""" booklets software and are a booming publishing """
Other;Repo;""" but some practice products are so similar to the tests themselves that critics say they represent a form of cheating """
Other;Repo;""" if i took these preparation booklets into my classroom i 'd have a hard time to my students and parents that it was n't cheating says john a city mich. teacher who has studied test """
Other;Repo;""" he and other critics say such aids can defeat the purpose of standardized tests which is to gauge learning progress """
Other;Repo;""" it 's as if france decided to give only french history questions to students in a european history class and when everybody the test they say their kids are good in european history says john an n.m. and founder of an educational research organization friends for education which has studied standardized testing """
Other;Repo;""" standardized achievement tests are given about N million times a year across the country to students generally from through eighth grade """
Other;Repo;""" the most widely used of these tests are 's cat and comprehensive test of basic skills the iowa test of basic skills by co. and inc. 's metropolitan achievement test and stanford achievement test """
Other;Repo;""" sales figures of the materials are n't known but their reach into schools is significant """
Other;Repo;""" in arizona california florida louisiana maryland new jersey south carolina and texas educators say they are common classroom tools """
Other;Repo;""" says well over N million of its scoring high books have been sold since their introduction N years ago with most sales in the last five years """
Other;Repo;""" about N sets of learning materials teachers ' have also been sold in the past four years """
Other;Repo;""" the materials in each set reach about N students """
Other;Repo;""" scoring high and learning materials are the preparation tests """
Other;Repo;""" michael kean director of marketing for the division that publishes learning materials says it is n't aimed at improving test scores """
Other;Repo;""" he also asserted that exact questions were n't """
Other;Repo;""" when referred to the questions that matched he said it was """
Other;Repo;""" mr. the and william a michigan state university education professor concluded in a study last june that cat test versions of scoring high and learning materials should n't be used in the classroom because of their similarity to the actual test """
Other;Repo;""" they devised a scale one point for each measured on the cat test to rate the of test to the cat """
Other;Repo;""" because many of these the of figures metric measurement of volume or pie and bar for example are only a small part of the total mr. says the preparation would n't too many if their real intent was general instruction or even general with test procedures """
Other;Repo;""" but learning materials matched on N of N """
Other;Repo;""" scoring high matched on N """
Other;Repo;""" in cat sections where students ' knowledge of sounds is tested the authors noted that scoring high concentrated on the same sounds that the test does to the exclusion of other sounds that fifth should know """
Other;Repo;""" learning materials for the contains at least a dozen examples of exact matches or close parallels to test items """
Other;Repo;""" rick senior editor of scoring high says that messrs. and are ignoring the need students have for becoming familiar with tests and testing format """
Other;Repo;""" he said authors of scoring high avoid exact questions but he does n't deny that some items are similar """
Other;Repo;""" when scoring high first came out in N it was a publication of random house """
Other;Repo;""" mcgraw-hill was """
Other;Repo;""" in a N advisory to educators mcgraw-hill said scoring high should n't be used because it represented a parallel form of the cat and tests """
Other;Repo;""" but in N mcgraw-hill purchased the random house unit that publishes scoring high which later became part of """
Other;Repo;""" messrs. and kean say they are of any efforts by mcgraw-hill to modify or scoring high """
Other;Repo;""" corp. said it completed the acquisition of sacramento savings & loan association from the & c. foundation for $ N million """
Other;Repo;""" the s&l which has N branch offices in north central california had assets of $ N billion at the end of september """
Other;Repo;""" new york-based is an insurance and financial services concern """
Other;Repo;""" the purchase price includes two companies """
Other;Repo;""" the department of health and human services plans to extend its on federal funding of research involving fetal-tissue transplants """
Other;Repo;""" medical researchers believe the of small amounts of tissue into humans could help treat and such diseases as 's 's and 's """
Other;Repo;""" but anti-abortionists oppose such research because they worry that the development of using fetal-tissue transplants could lead to an increase in abortions """
Other;Repo;""" james mason assistant secretary for health said the ban on federal funding of fetal-tissue transplant research should be continued indefinitely """
Other;Repo;""" he said the ban wo n't stop privately funded research or federally funded fetal-tissue research that does n't involve transplants """
Other;Repo;""" department officials say that hhs secretary louis sullivan will support dr. mason 's ruling which will be issued soon in the form of a letter to the acting director of the national institutes of health """
Other;Repo;""" both dr. mason and dr. sullivan oppose federal funding for abortion as does president bush except in cases where a woman 's life is threatened """
Other;Repo;""" the controversy began in N when the national institutes of health aware of the policy implications of its research asked for an hhs review of its plan to tissue into the brain of a patient suffering from 's disease """
Other;Repo;""" the department placed a on the research pending a review of scientific legal and ethical issues """
Other;Repo;""" a majority of an panel recommended late last year that the research continue under carefully controlled conditions but the issue became in politics as anti-abortion groups continued to oppose federal funding """
Other;Repo;""" the dispute has hampered the administration 's efforts to recruit prominent doctors to fill prestigious posts at the helm of the nih and the centers for disease control """
Other;Repo;""" several candidates have withdrawn their names from consideration after administration officials asked them for their views on abortion and fetal-tissue transplants """
Other;Repo;""" antonio novello whom mr. bush to serve as surgeon general reportedly has assured the administration that she opposes abortion """
Other;Repo;""" dr. novello is deputy director of the national institute of child health and human development """
Other;Repo;""" some researchers have charged that the administration is imposing new ideological tests for top scientific posts """
Other;Repo;""" earlier this week dr. sullivan tried to these charges by stressing that candidates to head the nih and the will be by standards of scientific and administrative not politics """
Other;Repo;""" but the administration 's handling of the fetal-tissue transplant issue many scientists """
Other;Repo;""" when scientific progress moves into ground there has to be a role for society to make judgments about its applications says associate dean of the yale medical school """
Other;Repo;""" the disturbing thing about this abortion issue is that the debate has become so that no mechanism exists for finding a middle ground """
Other;Repo;""" yale is one of the few medical institutions conducting privately funded research on fetal-tissue transplants """
Other;Repo;""" but dr. warns that dr. mason 's ruling may discourage private funding """
Other;Repo;""" the of federal funds and the climate in which the decision was made certainly do n't provide any incentive for one of the more visible foundations to provide support he said """
Other;Repo;""" despite the over transplants federal funding of research involving will continue on a number of fronts """
Other;Repo;""" such research may ultimately result in the ability to damaged or to turn off genes that cause cancer or to regulate genes that cause down 's syndrome the leading cause of mental according to an nih summary """
Other;Repo;""" the nih currently spends about $ N million annually on fetal-tissue research out of a total research budget of $ N billion """
Other;Repo;""" hope that two new england states will allow broader interstate banking boosted nasdaq 's bank stocks but the over-the-counter market was up only slightly in lackluster trading """
Other;Repo;""" the nasdaq composite index added N to N on volume of N million shares """
Other;Repo;""" in terms of volume it was an beginning for november """
Other;Repo;""" yesterday 's share turnover was well below the year 's daily average of N million """
Other;Repo;""" in october the busiest month of the year so far daily volume averaged roughly N million shares """
Other;Repo;""" the nasdaq N index of the biggest stocks gained N to N """
Other;Repo;""" the index of the N largest nasdaq financial stocks rose modestly as well gaining N to N """
Other;Repo;""" but the broader nasdaq bank index which tracks thrift issues jumped N to N """
Other;Repo;""" the bank stocks got a boost when connecticut bank & trust and bank of new england said they no longer oppose pending legislation that would permit banks from other regions to merge with connecticut and massachusetts banks """
Other;Repo;""" the two banks merged in N """
Other;Repo;""" bank of new england 's shares are traded on the new york stock exchange """
Other;Repo;""" the stocks of banking concerns based in massachusetts were n't helped much by the announcement traders said because many of those concerns have financial problems tied to their real-estate loan portfolios making them takeover targets """
Other;Repo;""" but speculators anticipating that connecticut will approve a law permitting such interstate banking soon immediately bid up shares of connecticut banks on the news """
Other;Repo;""" a lot of the stocks that have been under water finally saw a reason to uptick said george head trader of banking issues in shearson lehman hutton 's otc department """
Other;Repo;""" the biggest was northeast bancorp which surged N N to N """
Other;Repo;""" the stamford conn. concern has agreed to a buy-out by bank of new york in a transaction with an indicated value of about $ N a share that expires next august """
Other;Repo;""" ed a conn. money manager who follows bank stocks said the announcement effectively gives the deal the green light """
Other;Repo;""" mr. said northeast bancorp also fared well because takeover stocks have returned to favor among investors """
Other;Repo;""" another otc bank stock involved in a buy-out deal first constitution financial was higher """
Other;Repo;""" it rose N to N N """
Other;Repo;""" first constitution has signed a merger agreement with l.p. and corp. under which all of its common shares will be acquired for $ N each or $ N million """
Other;Repo;""" among other connecticut banks whose shares trade in the otc market society for savings bancorp based in hartford saw its stock rise N N to N N """
Other;Repo;""" added N to N N shares of a new london-based bank holding company rose N to N N """
Other;Repo;""" among other banking issues savings association more than N N with a gain of N N to N N """
Other;Repo;""" the pennsylvania bank agreed to be acquired in a merger with corp. of pennsylvania for $ N a share """
Other;Repo;""" valley federal savings & loan a california thrift issue gained N to N N after reporting a third-quarter loss of $ N million after an $ N million pretax charge mostly related to its mobile home financing unit """
Other;Repo;""" dan e. valley federal 's president and chief executive officer said the one-time charge substantially future losses associated with the unit """
Other;Repo;""" he said the company 's core business remains strong """
Other;Repo;""" he also said that after the charges and assuming no dramatic in interest rates the company expects to achieve earnings in N """
Other;Repo;""" weisfield 's surged N N to N N and ratners group 's american depositary receipts or adrs gained N to N N """
Other;Repo;""" the two concerns said they entered into a definitive merger agreement under which ratners will begin a tender offer for all of weisfield 's common shares for $ N each """
Other;Repo;""" also on the takeover front jaguar 's adrs rose N to N N on turnover of N million """
Other;Repo;""" since the british auto maker became a takeover target last month its adrs have jumped about N N """
Other;Repo;""" after troubled heritage media proposed acquiring pop radio in a stock swap pop radio 's shares tumbled N to N N """
Other;Repo;""" heritage media which already owns about N N of pop radio proposed paying pop radio shareholders with shares of a new class of heritage media preferred stock that would be convertible into four shares of heritage media 's common """
Other;Repo;""" rally 's lost N N to N N """
Other;Repo;""" the restaurant operator said it has redeemed its rights issued monday under its shareholder rights plan """
Other;Repo;""" the fast-food company said its decision was based on discussions with a shareholder group giant group ltd. in an effort to resolve certain disputes with the company """
Other;Repo;""" giant group is led by three rally 's directors burt sugarman james m. trotter iii and william e. trotter ii who earlier this month indicated they had a N N stake in rally 's and planned to seek a majority of seats on rally 's board """
Other;Repo;""" sci systems slipped N to N on volume of N shares """
Other;Repo;""" the ala. electronic products maker said it expects to post a significant loss for its fiscal first quarter ended sept. N """
Other;Repo;""" in the year-earlier period sci had net income of $ N million or N cents a share on revenue of $ N million """
Other;Repo;""" the internal revenue service has threatened criminal sanctions against lawyers who fail to report detailed information about clients who pay them more than $ N in cash """
Other;Repo;""" the warnings issued to at least N criminal defense attorneys in several major cities in the last week have led to an outcry by members of the organized bar who claim the information is protected by privilege """
Other;Repo;""" the irs warnings stem from a N law that requires anyone who receives more than $ N in cash from a client or customer in one or more related transactions in the course of trade or business to report the payment on a document known as form N """
Other;Repo;""" the form asks for such details as the client 's name social security number number and details about the services provided for the payment """
Other;Repo;""" failure to complete the form had been punishable as a until last november when congress determined that the crime was a felony punishable by up to N years in prison """
Other;Repo;""" attorneys have argued since N when the law took effect that they can not provide information about clients who do n't wish their to be known """
Other;Repo;""" many attorneys have returned incomplete forms to the irs in recent years citing privilege """
Other;Repo;""" until last week the irs rarely acted on the incomplete forms """
Other;Repo;""" this form forces a lawyer to become in effect a witness against his client said neal r. president of the national association of criminal defense lawyers """
Other;Repo;""" the irs is asking lawyers to a criminal problem to the government added mr. a miami lawyer who has heard from dozens of attorneys who received letters in recent days and has himself received the irs forms sent by certified mail """
Other;Repo;""" mr. said that clients who pay cash may include alleged drug dealers who do n't have domestic bank accounts """
Other;Repo;""" these individuals may not necessarily be under investigation when they hire lawyers """
Other;Repo;""" mr. said there also may be other circumstances under which individuals would n't want the government to know they had retained criminal defense lawyers """
Other;Repo;""" filling out detailed forms about these individuals would tip the irs off and spark action against the clients he said """
Other;Repo;""" the defense lawyers ' group formed a task force this week by new york attorney gerald to deal with the matter """
Other;Repo;""" the american bar association 's house of delegates passed a resolution in N the irs reporting requirement """
Other;Repo;""" michael ross a new york lawyer who heads the aba 's grand jury committee said that lawyers are prohibited by the aba 's code of ethics from disclosing information about a client except where a court orders it or to prevent the client from committing a criminal act that could result in death """
Other;Repo;""" mr. ross said he met with officials of the irs and the justice department which would bring any enforcement actions against taxpayers to discuss the issue last may """
Other;Repo;""" at that meeting he said the justice department assured him that enforcement procedures would n't be threatened against attorneys without further review and advance notice """
Other;Repo;""" mr. ross said irs officials opposed the justice department 's moderate stance on the matter """
Other;Repo;""" but in the letters sent in recent days christopher j. of the irs computing center in detroit told attorneys that failing to voluntarily submit the requested information could result in enforcement action being initiated """
Other;Repo;""" in some cases the irs asked for information dating back to forms it received in N """
Other;Repo;""" a spokesman for the irs confirmed that there has been about incomplete but he declined to say why the letters were sent to lawyers now """
Other;Repo;""" individuals familiar with the justice department 's policy said that justice officials had n't any knowledge of the irs 's actions in the last week """
Other;Repo;""" lawyers worry that if they provide information about clients that data could quickly end up in the hands of prosecutors """
Other;Repo;""" prosecutors need court permission to obtain the tax returns of an individual or a business """
Other;Repo;""" but they have obtained N forms without court permission and used the information to help develop criminal cases """
Other;Repo;""" some criminal lawyers speculated that the irs was sending the letters to test the issue """
Other;Repo;""" in a number of recent cases federal courts have refused to recognize attorneys ' that information relating to fees from clients should be confidential """
Other;Repo;""" the war over federal judicial salaries takes a victim """
Other;Repo;""" often judges ease into more lucrative private practice with little fanfare but not federal judge a. ramirez in sacramento calif """
Other;Repo;""" on tuesday the judge called a news conference to say he was effective dec. N to join a san francisco law firm """
Other;Repo;""" the reason the refusal of congress to give federal judges a raise """
Other;Repo;""" a couple of my law were going to pass me in three or four years and i was afraid i was going to have to ask them for a loan the judge in an interview """
Other;Repo;""" federal judges make $ N annually in february congress rejected a bill that would have increased their pay by N N """
Other;Repo;""" judge ramirez N said it is for judges to make what they do """
Other;Repo;""" judges are not getting what they deserve """
Other;Repo;""" you look around at professional or accountants and nobody an eye """
Other;Repo;""" when you become a federal judge all of a sudden you are to a sum """
Other;Repo;""" at his new job as partner in charge of federal litigation in the sacramento office of & he will make out much better """
Other;Repo;""" the judge declined to discuss his salary in detail but said i 'm going to be a high-priced lawyer """
Other;Repo;""" union troubles are no laughing matter """
Other;Repo;""" trudeau is suing the writers guild of america east for $ N million alleging it mounted a campaign to and punish him for crossing a ' picket line """
Other;Repo;""" the dispute involves productions inc. a tv production company in which mr. trudeau is a """
Other;Repo;""" mr. trudeau a writers guild member also was employed as a writer for which was covered by a guild agreement """
Other;Repo;""" the guild began a strike against the tv and movie industry in march N """
Other;Repo;""" in his lawsuit mr. trudeau says the strike illegally included and the refused to honor the strike against the company """
Other;Repo;""" a spokesman for the guild said the union 's lawyers are reviewing the suit """
Other;Repo;""" he said disciplinary proceedings are confidential and declined to comment on whether any are being held against mr. trudeau """
Other;Repo;""" mr. trudeau 's attorney norman k. said the consists mainly of the guild 's threats of disciplinary action """
Other;Repo;""" mr. said a guild disciplinary hearing is scheduled next monday in new york """
Other;Repo;""" mr. who will go before the disciplinary panel said the proceedings are unfair and that any punishment from the guild would be """
Other;Repo;""" in addition to the damages the suit seeks a court order preventing the guild from or against mr. trudeau """
Other;Repo;""" abortion ruling upheld """
Other;Repo;""" a federal appeals court upheld a lower court ruling that the u.s. can bar the use of federal funds for programs that include services """
Other;Repo;""" a department of health and human services rule adopted in N prohibits the use of so-called title x funds for programs that assist a woman in obtaining an abortion such as abortion counseling and """
Other;Repo;""" the rule also prohibits funding for activities that encourage promote or advocate abortion """
Other;Repo;""" title x funds are the single largest source of federal funding for services according to the opinion by the second u.s. circuit court of appeals in new york """
Other;Repo;""" the panel ruled that the restrictions do n't violate the freedom of speech of health care and that the limits on counseling services do n't violate the rights of pregnant women """
Other;Repo;""" inquiry clears texas judge of bias in comments on homosexual murder victims """
Other;Repo;""" dallas district judge jack had sparked calls for a judicial inquiry with his remarks to the press last december two weeks after sentencing an defendant to N years in state prison for killing two homosexual men in a city park """
